Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
0.207,-0.1115,-0.022,0.09,0.0665,-0.1005,0.0345,-0.3905,-0.3615,-0.3815,-0.34,-0.3195,-0.0795
0.208,-0.106,-0.0225,0.0835,0.064,-0.0945,0.0305,-0.3915,-0.362,-0.384,-0.343,-0.323,-0.083
0.209,-0.0985,-0.0215,0.077,0.0595,-0.0875,0.028,-0.394,-0.365,-0.3865,-0.347,-0.325,-0.0855
0.21,-0.105,-0.028,0.0775,0.0665,-0.0915,0.025,-0.392,-0.364,-0.385,-0.3465,-0.3255,-0.0845
0.211,-0.1,-0.0305,0.0695,0.065,-0.0845,0.02,-0.3925,-0.3645,-0.3865,-0.348,-0.323,-0.083
0.212,-0.1,-0.0275,0.0725,0.0635,-0.086,0.023,-0.3925,-0.3665,-0.3905,-0.352,-0.3265,-0.0855
0.213,-0.1025,-0.009,0.0935,0.0555,-0.098,0.0425,-0.3945,-0.3705,-0.3945,-0.356,-0.332,-0.094
0.214,-0.0995,0.012,0.111,0.0435,-0.1055,0.0615,-0.399,-0.377,-0.3965,-0.3615,-0.337,-0.099
0.215,-0.11,0.0015,0.1115,0.054,-0.1105,0.0565,-0.399,-0.379,-0.3995,-0.3635,-0.3405,-0.104
0.216,-0.0995,-0.0035,0.096,0.0515,-0.098,0.0465,-0.401,-0.3755,-0.398,-0.362,-0.3395,-0.1045
0.217,-0.0895,-0.009,0.0805,0.049,-0.085,0.036,-0.4045,-0.3765,-0.398,-0.365,-0.348,-0.096
0.218,-0.095,-0.0165,0.0785,0.055,-0.0865,0.0315,-0.4,-0.3745,-0.395,-0.359,-0.331,-0.0945
0.219,-0.1005,-0.0285,0.072,0.0645,-0.0865,0.022,-0.391,-0.367,-0.387,-0.3515,-0.3195,-0.0925
0.22,-0.1015,-0.0525,0.049,0.0765,-0.075,-0.0015,-0.386,-0.363,-0.3825,-0.348,-0.3225,-0.084
0.221,-0.096,-0.0425,0.053,0.069,-0.0745,0.0055,-0.3875,-0.3635,-0.385,-0.349,-0.323,-0.0885
0.222,-0.0925,-0.028,0.064,0.06,-0.078,0.018,-0.39,-0.3685,-0.3915,-0.355,-0.327,-0.091
0.223,-0.0925,-0.0245,0.068,0.058,-0.08,0.022,-0.391,-0.368,-0.391,-0.3545,-0.327,-0.092
0.224,-0.0895,-0.0275,0.062,0.0585,-0.076,0.0175,-0.3965,-0.3695,-0.392,-0.3585,-0.332,-0.0945
0.225,-0.0855,-0.026,0.06,0.0555,-0.0725,0.017,-0.403,-0.377,-0.4015,-0.3645,-0.3345,-0.0945
0.226,-0.084,-0.019,0.065,0.051,-0.0745,0.0235,-0.401,-0.3745,-0.4005,-0.363,-0.3335,-0.0925
0.227,-0.083,-0.0245,0.0585,0.0535,-0.0705,0.0175,-0.3935,-0.3665,-0.392,-0.356,-0.3295,-0.0915
0.228,-0.0925,-0.03,0.0625,0.061,-0.0775,0.0165,-0.3905,-0.3685,-0.394,-0.357,-0.337,-0.103
0.229,-0.093,-0.031,0.0615,0.0615,-0.0775,0.0155,-0.391,-0.3705,-0.397,-0.363,-0.337,-0.108
0.23,-0.09,-0.0255,0.0645,0.0575,-0.077,0.0195,-0.3925,-0.3685,-0.394,-0.3605,-0.3295,-0.101
0.231,-0.0995,-0.031,0.0685,0.065,-0.084,0.019,-0.3955,-0.37,-0.3975,-0.366,-0.3435,-0.1005
0.232,-0.1025,-0.034,0.0685,0.068,-0.086,0.0175,-0.3905,-0.3685,-0.3985,-0.3655,-0.342,-0.0965
0.233,-0.0985,-0.0305,0.068,0.064,-0.083,0.019,-0.3855,-0.3645,-0.394,-0.357,-0.334,-0.094
0.234,-0.0965,-0.0325,0.064,0.064,-0.08,0.016,-0.391,-0.37,-0.398,-0.3695,-0.342,-0.1005
0.235,-0.1,-0.034,0.066,0.067,-0.083,0.016,-0.3905,-0.37,-0.3975,-0.3715,-0.344,-0.1065
0.236,-0.101,-0.029,0.072,0.065,-0.0865,0.022,-0.389,-0.3665,-0.394,-0.3665,-0.343,-0.105
0.237,-0.1005,-0.0235,0.0765,0.0615,-0.0885,0.027,-0.3885,-0.367,-0.3955,-0.368,-0.343,-0.1015
0.238,-0.0995,-0.0305,0.069,0.065,-0.0845,0.0195,-0.3875,-0.3665,-0.396,-0.3675,-0.3425,-0.1025
0.239,-0.097,-0.036,0.061,0.0665,-0.079,0.0125,-0.3915,-0.3705,-0.4,-0.3685,-0.3425,-0.101
0.24,-0.104,-0.0185,0.0855,0.061,-0.095,0.034,-0.3945,-0.3745,-0.403,-0.372,-0.3495,-0.111
0.241,-0.1045,0.005,0.1095,0.0495,-0.1075,0.0575,-0.3995,-0.3825,-0.4115,-0.38,-0.3565,-0.11
0.242,-0.0965,-0.0035,0.093,0.05,-0.0945,0.045,-0.401,-0.3835,-0.4135,-0.379,-0.346,-0.1025
0.243,-0.1035,-0.0215,0.0825,0.062,-0.093,0.031,-0.3995,-0.3805,-0.4075,-0.374,-0.339,-0.1085
0.244,-0.101,-0.0325,0.0685,0.0665,-0.0845,0.018,-0.403,-0.384,-0.41,-0.375,-0.341,-0.1055
0.245,-0.093,-0.041,0.052,0.067,-0.0725,0.0055,-0.4035,-0.3825,-0.41,-0.3755,-0.34,-0.1035
0.246,-0.1075,-0.0415,0.066,0.0745,-0.087,0.0125,-0.3985,-0.3825,-0.4075,-0.3745,-0.34,-0.1045
0.247,-0.1045,-0.0345,0.07,0.0695,-0.0875,0.018,-0.399,-0.383,-0.407,-0.377,-0.3425,-0.1075
0.248,-0.096,-0.0325,0.063,0.064,-0.0795,0.0155,-0.401,-0.3825,-0.407,-0.378,-0.3445,-0.111
0.249,-0.0995,-0.037,0.0625,0.068,-0.081,0.013,-0.4015,-0.385,-0.41,-0.3785,-0.3455,-0.1115
0.25,-0.096,-0.0295,0.0665,0.0625,-0.081,0.0185,-0.4045,-0.3865,-0.4115,-0.379,-0.344,-0.1105
0.251,-0.107,-0.0315,0.0755,0.069,-0.091,0.0225,-0.4065,-0.389,-0.4145,-0.3825,-0.346,-0.113
0.252,-0.111,-0.042,0.069,0.0765,-0.09,0.014,-0.404,-0.3885,-0.413,-0.382,-0.346,-0.1125
0.253,-0.1065,-0.0425,0.0645,0.074,-0.0855,0.0115,-0.4,-0.383,-0.4095,-0.3775,-0.342,-0.1065
0.254,-0.11,-0.04,0.07,0.075,-0.0905,0.015,-0.4015,-0.384,-0.413,-0.3805,-0.345,-0.109
0.255,-0.1155,-0.0415,0.0745,0.078,-0.095,0.0165,-0.4005,-0.3855,-0.414,-0.382,-0.3425,-0.108
0.256,-0.1135,-0.037,0.0765,0.075,-0.095,0.02,-0.399,-0.387,-0.417,-0.385,-0.3395,-0.1115
0.257,-0.116,-0.04,0.076,0.078,-0.096,0.018,-0.3975,-0.387,-0.416,-0.382,-0.35,-0.1165
0.258,-0.1215,-0.0445,0.077,0.083,-0.0995,0.0165,-0.393,-0.383,-0.4105,-0.378,-0.352,-0.1215
0.259,-0.115,-0.0525,0.063,0.0835,-0.089,0.0055,-0.3935,-0.3845,-0.412,-0.379,-0.3485,-0.1255
0.26,-0.1155,-0.067,0.048,0.091,-0.0815,-0.0095,-0.3925,-0.384,-0.413,-0.3795,-0.343,-0.102
0.261,-0.117,-0.0705,0.0465,0.0935,-0.0815,-0.012,-0.389,-0.3785,-0.408,-0.377,-0.3385,-0.096
0.262,-0.1265,-0.0625,0.064,0.0945,-0.0955,0.001,-0.3885,-0.3795,-0.41,-0.378,-0.3435,-0.1065
0.263,-0.125,-0.052,0.073,0.0885,-0.099,0.0105,-0.3955,-0.386,-0.417,-0.385,-0.348,-0.113
0.264,-0.1175,-0.0565,0.061,0.0865,-0.089,0.0025,-0.401,-0.3905,-0.42,-0.388,-0.3505,-0.1225
0.265,-0.1155,-0.06,0.055,0.0875,-0.085,-0.0025,-0.399,-0.3895,-0.417,-0.386,-0.3505,-0.1205
0.266,-0.1135,-0.059,0.0545,0.086,-0.084,-0.002,-0.393,-0.386,-0.4125,-0.3815,-0.348,-0.117
0.267,-0.1125,-0.0585,0.0545,0.085,-0.0835,-0.0015,-0.3895,-0.381,-0.4085,-0.3785,-0.345,-0.114
0.268,-0.106,-0.063,0.043,0.0845,-0.0745,-0.01,-0.392,-0.383,-0.411,-0.381,-0.3485,-0.117
0.269,-0.104,-0.0605,0.0435,0.082,-0.0735,-0.0085,-0.3935,-0.3875,-0.4145,-0.3845,-0.35,-0.1185
0.27,-0.1035,-0.06,0.044,0.0815,-0.0735,-0.008,-0.391,-0.3835,-0.4135,-0.385,-0.35,-0.118
0.271,-0.1085,-0.069,0.039,0.0885,-0.0735,-0.015,-0.393,-0.3835,-0.415,-0.385,-0.3525,-0.1185
0.272,-0.1145,-0.06,0.0545,0.087,-0.0845,-0.0025,-0.4025,-0.3905,-0.4215,-0.391,-0.362,-0.13
0.273,-0.1135,-0.05,0.0635,0.0815,-0.0885,0.007,-0.4045,-0.393,-0.4225,-0.3945,-0.37,-0.134
0.274,-0.1105,-0.052,0.0585,0.081,-0.0845,0.0035,-0.394,-0.3855,-0.4155,-0.3915,-0.361,-0.123
0.275,-0.114,-0.054,0.0595,0.0835,-0.087,0.003,-0.3915,-0.383,-0.4155,-0.39,-0.356,-0.1265
0.276,-0.1135,-0.0575,0.056,0.085,-0.085,-0.0005,-0.392,-0.383,-0.415,-0.388,-0.356,-0.1255
0.277,-0.113,-0.064,0.0485,0.0885,-0.0805,-0.0075,-0.4045,-0.3915,-0.424,-0.3965,-0.362,-0.129
0.278,-0.1105,-0.0555,0.055,0.0825,-0.0825,0.0,-0.4115,-0.3965,-0.427,-0.3995,-0.368,-0.139
0.279,-0.102,-0.0345,0.0675,0.068,-0.085,0.017,-0.394,-0.3875,-0.418,-0.3935,-0.3695,-0.1445
0.28,-0.104,-0.0285,0.075,0.066,-0.0895,0.0235,-0.3945,-0.386,-0.4165,-0.391,-0.3685,-0.138
0.281,-0.105,-0.0255,0.08,0.0655,-0.0925,0.0275,-0.3995,-0.3915,-0.422,-0.396,-0.3685,-0.1335
0.282,-0.1095,-0.0235,0.086,0.066,-0.098,0.0315,-0.401,-0.399,-0.4315,-0.406,-0.379,-0.1395
0.283,-0.1165,-0.0345,0.0815,0.075,-0.099,0.0235,-0.401,-0.3975,-0.4295,-0.4025,-0.381,-0.138
0.284,-0.1125,-0.04,0.072,0.076,-0.092,0.016,-0.3995,-0.3965,-0.4285,-0.3995,-0.369,-0.135
0.285,-0.1195,-0.041,0.0785,0.08,-0.099,0.019,-0.4015,-0.4005,-0.4335,-0.4025,-0.3675,-0.129
0.286,-0.1135,-0.0425,0.071,0.0775,-0.092,0.0145,-0.3975,-0.394,-0.4275,-0.3975,-0.365,-0.1225
0.287,-0.1105,-0.044,0.067,0.077,-0.089,0.012,-0.395,-0.391,-0.424,-0.3925,-0.3595,-0.116
0.288,-0.1245,-0.0575,0.067,0.091,-0.096,0.005,-0.3955,-0.3965,-0.43,-0.3975,-0.3615,-0.117
0.289,-0.1135,-0.0595,0.054,0.086,-0.084,-0.0025,-0.3985,-0.397,-0.429,-0.398,-0.3575,-0.1145
0.29,-0.109,-0.052,0.0575,0.0805,-0.0835,0.003,-0.3965,-0.3985,-0.431,-0.399,-0.363,-0.1135
0.291,-0.114,-0.05,0.064,0.0815,-0.089,0.0075,-0.398,-0.396,-0.432,-0.398,-0.357,-0.117
0.292,-0.1175,-0.056,0.061,0.0865,-0.0895,0.003,-0.398,-0.3965,-0.4325,-0.398,-0.349,-0.1125
0.293,-0.114,-0.0575,0.0565,0.0855,-0.0855,0.0,-0.3925,-0.3855,-0.4195,-0.3915,-0.3555,-0.113
0.294,-0.1155,-0.0545,0.0605,0.0845,-0.088,0.003,-0.397,-0.3855,-0.42,-0.393,-0.3575,-0.1135
0.295,-0.114,-0.055,0.059,0.084,-0.0865,0.002,-0.3955,-0.3905,-0.4265,-0.3985,-0.3525,-0.1105
0.296,-0.1085,-0.0565,0.0515,0.0825,-0.08,-0.0025,-0.3925,-0.383,-0.4185,-0.394,-0.3485,-0.1105
0.297,-0.1095,-0.059,0.0505,0.084,-0.08,-0.004,-0.402,-0.3935,-0.4285,-0.4045,-0.3585,-0.118
0.298,-0.1065,-0.0495,0.0575,0.078,-0.082,0.0045,-0.4025,-0.3965,-0.432,-0.4085,-0.3675,-0.124
0.299,-0.109,-0.0505,0.0585,0.0795,-0.084,0.0045,-0.3995,-0.3955,-0.431,-0.407,-0.367,-0.1245
0.3,-0.1095,-0.056,0.0535,0.0825,-0.0815,-0.001,-0.4,-0.397,-0.4335,-0.4075,-0.369,-0.121
0.301,-0.1105,-0.053,0.0575,0.0815,-0.084,0.0025,-0.393,-0.392,-0.4295,-0.4035,-0.366,-0.1205
0.302,-0.117,-0.0445,0.0725,0.0805,-0.0945,0.0145,-0.393,-0.3905,-0.426,-0.4015,-0.3725,-0.1185
0.303,-0.1215,-0.0345,0.0865,0.0775,-0.104,0.0265,-0.399,-0.3945,-0.428,-0.4035,-0.376,-0.1125
0.304,-0.1165,-0.0175,0.099,0.0665,-0.108,0.041,-0.3925,-0.392,-0.424,-0.3955,-0.354,-0.1155
0.305,-0.117,-0.0075,0.1095,0.062,-0.113,0.051,-0.39,-0.3865,-0.4175,-0.387,-0.355,-0.1155
0.306,-0.118,-0.019,0.099,0.0685,-0.1085,0.04,-0.3915,-0.393,-0.4245,-0.3975,-0.3605,-0.114
0.307,-0.1175,-0.021,0.0965,0.069,-0.107,0.038,-0.3885,-0.397,-0.429,-0.402,-0.3615,-0.115
0.308,-0.112,-0.0145,0.0975,0.063,-0.105,0.0415,-0.3895,-0.3865,-0.416,-0.39,-0.358,-0.107
0.309,-0.1015,-0.0035,0.0975,0.0525,-0.0995,0.0475,-0.391,-0.383,-0.41,-0.3845,-0.351,-0.1035
0.31,-0.1105,-0.01,0.1,0.06,-0.105,0.0455,-0.3875,-0.3825,-0.411,-0.384,-0.347,-0.104
0.311,-0.112,-0.015,0.097,0.063,-0.1045,0.0415,-0.3835,-0.3795,-0.408,-0.381,-0.347,-0.1065
0.312,-0.112,-0.0215,0.0905,0.0665,-0.1015,0.0345,-0.379,-0.3735,-0.4015,-0.3765,-0.347,-0.1005
0.313,-0.1065,-0.037,0.0695,0.0715,-0.088,0.0165,-0.378,-0.371,-0.399,-0.37,-0.3375,-0.093
0.314,-0.097,-0.0215,0.0755,0.059,-0.0865,0.0275,-0.388,-0.378,-0.404,-0.374,-0.3415,-0.098
0.315,-0.1,-0.0145,0.0855,0.057,-0.0925,0.036,-0.3905,-0.377,-0.405,-0.38,-0.343,-0.1005
0.316,-0.095,-0.0175,0.0775,0.056,-0.086,0.0305,-0.3925,-0.379,-0.4065,-0.38,-0.345,-0.1035
0.317,-0.0835,-0.002,0.082,0.0425,-0.083,0.04,-0.3945,-0.3775,-0.404,-0.376,-0.3445,-0.0965
0.318,-0.0795,0.0115,0.091,0.034,-0.0855,0.0515,-0.396,-0.3765,-0.406,-0.374,-0.335,-0.0895
0.319,-0.0935,0.0055,0.099,0.044,-0.0965,0.0525,-0.398,-0.3755,-0.4055,-0.3715,-0.33,-0.09
0.32,-0.0995,-0.001,0.0985,0.05,-0.099,0.049,-0.394,-0.3725,-0.402,-0.3685,-0.332,-0.097
0.321,-0.101,-0.002,0.099,0.0515,-0.1,0.0485,-0.3905,-0.368,-0.3965,-0.3615,-0.333,-0.0925
0.322,-0.1035,0.005,0.1085,0.049,-0.106,0.0565,-0.3865,-0.3615,-0.3865,-0.354,-0.324,-0.08
0.323,-0.1025,0.008,0.111,0.047,-0.107,0.0595,-0.3865,-0.3645,-0.387,-0.3545,-0.322,-0.085
0.324,-0.099,0.0065,0.1055,0.046,-0.1025,0.0565,-0.3855,-0.3625,-0.3865,-0.3525,-0.3255,-0.083
0.325,-0.096,0.012,0.108,0.042,-0.102,0.06,-0.3815,-0.354,-0.3775,-0.3465,-0.326,-0.0815
0.326,-0.109,0.0045,0.114,0.052,-0.111,0.0595,-0.3805,-0.353,-0.377,-0.346,-0.3295,-0.0885
0.327,-0.1045,0.005,0.1095,0.0495,-0.107,0.0575,-0.384,-0.3565,-0.3855,-0.352,-0.333,-0.0895
0.328,-0.097,0.0,0.0965,0.0485,-0.097,0.0485,-0.385,-0.358,-0.3885,-0.354,-0.3335,-0.091
0.329,-0.1025,-0.014,0.089,0.058,-0.0955,0.0375,-0.3795,-0.358,-0.389,-0.356,-0.337,-0.096
0.33,-0.099,-0.01,0.089,0.054,-0.094,0.04,-0.3795,-0.3505,-0.382,-0.3505,-0.3335,-0.093
0.331,-0.098,0.0045,0.1025,0.0465,-0.1,0.0535,-0.383,-0.3505,-0.379,-0.349,-0.327,-0.09
0.332,-0.0925,0.019,0.1115,0.0365,-0.102,0.0655,-0.3885,-0.3555,-0.3805,-0.3535,-0.3305,-0.094
0.333,-0.0925,0.0115,0.1045,0.04,-0.0985,0.0585,-0.3915,-0.357,-0.3795,-0.353,-0.333,-0.0935
0.334,-0.1,0.0095,0.109,0.045,-0.1045,0.0595,-0.3925,-0.3585,-0.383,-0.3555,-0.3325,-0.0945
0.335,-0.1005,0.0215,0.1225,0.039,-0.1115,0.0725,-0.3925,-0.355,-0.3795,-0.351,-0.334,-0.093
0.336,-0.103,0.033,0.136,0.035,-0.1195,0.0845,-0.3935,-0.358,-0.3805,-0.3515,-0.335,-0.0965
0.337,-0.0975,0.0375,0.135,0.03,-0.116,0.0865,-0.396,-0.358,-0.382,-0.353,-0.3415,-0.1035
0.338,-0.099,0.035,0.1335,0.032,-0.116,0.084,-0.3945,-0.3545,-0.377,-0.3475,-0.341,-0.095
0.339,-0.0965,0.0375,0.1335,0.0295,-0.115,0.0855,-0.3965,-0.3545,-0.3735,-0.343,-0.3225,-0.088
0.34,-0.0855,0.0385,0.124,0.0235,-0.1045,0.0815,-0.3985,-0.353,-0.3705,-0.3385,-0.3185,-0.089
0.341,-0.091,0.0365,0.1275,0.027,-0.109,0.082,-0.397,-0.351,-0.3675,-0.3365,-0.3195,-0.083
0.342,-0.0925,0.0435,0.136,0.024,-0.114,0.09,-0.4015,-0.354,-0.3675,-0.337,-0.3165,-0.082
0.343,-0.096,0.0505,0.147,0.0225,-0.1215,0.099,-0.4015,-0.354,-0.3665,-0.333,-0.314,-0.0775
0.344,-0.0865,0.0465,0.133,0.0195,-0.11,0.09,-0.399,-0.348,-0.3585,-0.3265,-0.302,-0.065
0.345,-0.076,0.0405,0.1165,0.0175,-0.096,0.079,-0.403,-0.3525,-0.36,-0.3265,-0.305,-0.0675
0.346,-0.0815,0.0435,0.125,0.0185,-0.103,0.0845,-0.4055,-0.357,-0.3645,-0.328,-0.303,-0.0655
0.347,-0.076,0.0435,0.1195,0.016,-0.098,0.0815,-0.4035,-0.355,-0.3615,-0.327,-0.2945,-0.0585
0.348,-0.075,0.0415,0.1165,0.0165,-0.0955,0.079,-0.4035,-0.3555,-0.3615,-0.3255,-0.3005,-0.0625
0.349,-0.077,0.04,0.117,0.0185,-0.097,0.0785,-0.409,-0.3625,-0.3675,-0.3305,-0.305,-0.064
0.35,-0.0685,0.031,0.0995,0.0185,-0.084,0.0655,-0.4135,-0.3685,-0.374,-0.3375,-0.3065,-0.0635
0.351,-0.069,0.0335,0.1025,0.0175,-0.086,0.0685,-0.413,-0.3705,-0.3755,-0.3375,-0.304,-0.0625
0.352,-0.0685,0.0335,0.102,0.0175,-0.085,0.068,-0.417,-0.377,-0.3835,-0.344,-0.3115,-0.0685
0.353,-0.0605,0.0325,0.093,0.0135,-0.077,0.063,-0.422,-0.387,-0.3945,-0.354,-0.315,-0.071
0.354,-0.081,0.02,0.101,0.0305,-0.091,0.061,-0.4235,-0.397,-0.3995,-0.3565,-0.3135,-0.0685
0.355,-0.0865,0.006,0.092,0.04,-0.0895,0.0495,-0.421,-0.3975,-0.4025,-0.36,-0.3195,-0.0735
0.356,-0.078,0.007,0.085,0.0355,-0.082,0.0465,-0.422,-0.394,-0.402,-0.3605,-0.3165,-0.071
0.357,-0.0815,0.0145,0.096,0.0335,-0.089,0.0555,-0.424,-0.389,-0.395,-0.3545,-0.3105,-0.068
0.358,-0.078,0.0275,0.1055,0.025,-0.092,0.067,-0.4145,-0.3805,-0.3855,-0.3425,-0.303,-0.061
0.359,-0.0785,0.0245,0.103,0.0265,-0.091,0.064,-0.4105,-0.376,-0.382,-0.3365,-0.3015,-0.058
0.36,-0.0765,0.0295,0.1055,0.0235,-0.091,0.0675,-0.417,-0.3735,-0.38,-0.336,-0.304,-0.0585
0.361,-0.0755,0.023,0.0985,0.026,-0.087,0.061,-0.426,-0.375,-0.379,-0.3355,-0.298,-0.0575
0.362,-0.0795,0.0095,0.089,0.0345,-0.084,0.0495,-0.4195,-0.371,-0.3785,-0.333,-0.2925,-0.058
0.363,-0.079,0.003,0.082,0.0375,-0.0805,0.0425,-0.4175,-0.376,-0.3855,-0.339,-0.294,-0.058
0.364,-0.072,-0.003,0.0685,0.0375,-0.07,0.033,-0.42,-0.382,-0.387,-0.3435,-0.296,-0.059
0.365,-0.0645,-0.003,0.0615,0.0335,-0.063,0.0295,-0.417,-0.378,-0.384,-0.3385,-0.294,-0.059
0.366,-0.061,0.0,0.061,0.0305,-0.061,0.0305,-0.4185,-0.3815,-0.389,-0.3405,-0.295,-0.0555
0.367,-0.0675,0.001,0.0685,0.033,-0.068,0.035,-0.422,-0.3885,-0.3935,-0.3475,-0.298,-0.0615
0.368,-0.0645,-0.002,0.0625,0.033,-0.0635,0.0305,-0.4285,-0.397,-0.4045,-0.359,-0.3065,-0.0735
0.369,-0.0625,-0.006,0.0565,0.034,-0.0595,0.0255,-0.4365,-0.405,-0.416,-0.3695,-0.3155,-0.08
0.37,-0.072,-0.0195,0.0525,0.0455,-0.0625,0.0165,-0.45,-0.412,-0.422,-0.3755,-0.3195,-0.0835
0.371,-0.065,-0.017,0.048,0.0405,-0.0565,0.016,-0.4395,-0.406,-0.419,-0.373,-0.316,-0.0815
0.372,-0.063,-0.017,0.0465,0.0395,-0.0545,0.015,-0.4285,-0.396,-0.4115,-0.367,-0.3125,-0.078
0.373,-0.06,-0.026,0.0335,0.0425,-0.0465,0.004,-0.4365,-0.4025,-0.417,-0.37,-0.315,-0.08
0.374,-0.058,-0.032,0.0255,0.0445,-0.042,-0.003,-0.439,-0.411,-0.4315,-0.3835,-0.3235,-0.0865
0.375,-0.069,-0.041,0.028,0.0545,-0.0485,-0.006,-0.445,-0.418,-0.439,-0.394,-0.3255,-0.0955
0.376,-0.0885,-0.045,0.0435,0.0665,-0.066,-0.0005,-0.4465,-0.428,-0.452,-0.406,-0.339,-0.111
0.377,-0.094,-0.0465,0.048,0.07,-0.071,0.001,-0.452,-0.441,-0.4685,-0.4245,-0.356,-0.099
0.378,-0.084,-0.049,0.035,0.066,-0.0595,-0.0065,-0.4565,-0.447,-0.4745,-0.426,-0.342,-0.0835
0.379,-0.088,-0.055,0.033,0.0715,-0.0605,-0.0105,-0.45,-0.4415,-0.47,-0.4215,-0.337,-0.093
0.38,-0.0895,-0.0575,0.0325,0.073,-0.061,-0.012,-0.447,-0.4425,-0.471,-0.4245,-0.343,-0.0935
0.381,-0.0955,-0.058,0.0375,0.0765,-0.0665,-0.01,-0.4425,-0.4395,-0.468,-0.418,-0.3415,-0.083
0.382,-0.1075,-0.0515,0.056,0.079,-0.0815,0.0025,-0.434,-0.4335,-0.4605,-0.413,-0.331,-0.076
0.383,-0.1115,-0.049,0.0625,0.08,-0.087,0.007,-0.436,-0.4325,-0.4595,-0.4085,-0.32,-0.081
0.384,-0.118,-0.0585,0.059,0.088,-0.0885,0.0005,-0.4365,-0.435,-0.4605,-0.4125,-0.33,-0.086
0.385,-0.1175,-0.061,0.0565,0.089,-0.087,-0.002,-0.4305,-0.436,-0.464,-0.4205,-0.3405,-0.095
0.386,-0.1165,-0.058,0.058,0.087,-0.0875,0.0,-0.437,-0.4325,-0.4635,-0.415,-0.344,-0.105
0.387,-0.1195,-0.0655,0.0535,0.0925,-0.0865,-0.006,-0.4365,-0.4365,-0.47,-0.425,-0.3495,-0.104
0.388,-0.1145,-0.0715,0.043,0.093,-0.0785,-0.014,-0.428,-0.439,-0.4735,-0.435,-0.3555,-0.1025
0.389,-0.1205,-0.0795,0.041,0.0995,-0.081,-0.019,-0.425,-0.4375,-0.4745,-0.437,-0.357,-0.112
0.39,-0.1255,-0.087,0.0385,0.106,-0.082,-0.024,-0.424,-0.4375,-0.4775,-0.441,-0.366,-0.1255
0.391,-0.127,-0.0805,0.047,0.1035,-0.087,-0.0165,-0.423,-0.4385,-0.478,-0.4435,-0.3755,-0.127
0.392,-0.13,-0.088,0.0425,0.1085,-0.0865,-0.0225,-0.422,-0.4405,-0.478,-0.4455,-0.3755,-0.1235
0.393,-0.1335,-0.0975,0.036,0.115,-0.085,-0.0305,-0.4235,-0.439,-0.476,-0.4425,-0.3765,-0.1215
0.394,-0.139,-0.102,0.0365,0.12,-0.0875,-0.0325,-0.425,-0.4325,-0.47,-0.4385,-0.3755,-0.1195
0.395,-0.1345,-0.102,0.0325,0.1175,-0.0835,-0.0345,-0.426,-0.432,-0.4665,-0.4345,-0.3755,-0.121
0.396,-0.1365,-0.092,0.0445,0.1135,-0.0905,-0.0235,-0.4265,-0.4325,-0.4685,-0.4365,-0.3805,-0.126
0.397,-0.133,-0.093,0.04,0.112,-0.0865,-0.026,-0.42,-0.426,-0.464,-0.432,-0.3755,-0.123
0.398,-0.1365,-0.105,0.0315,0.12,-0.084,-0.037,-0.4135,-0.422,-0.4615,-0.429,-0.3745,-0.121
0.399,-0.1375,-0.1085,0.029,0.122,-0.0835,-0.0395,-0.415,-0.4225,-0.4645,-0.434,-0.3755,-0.121
0.4,-0.13,-0.105,0.0245,0.117,-0.0775,-0.04,-0.4175,-0.424,-0.466,-0.4365,-0.3755,-0.1225
0.401,-0.1355,-0.109,0.0265,0.1215,-0.081,-0.041,-0.421,-0.429,-0.4715,-0.4425,-0.384,-0.126
0.402,-0.139,-0.11,0.029,0.1235,-0.084,-0.0405,-0.4235,-0.4335,-0.4765,-0.4455,-0.382,-0.13
0.403,-0.1425,-0.113,0.029,0.127,-0.0855,-0.0415,-0.4235,-0.433,-0.478,-0.4465,-0.3805,-0.128
0.404,-0.1395,-0.114,0.026,0.126,-0.0825,-0.0435,-0.4225,-0.4365,-0.481,-0.451,-0.381,-0.124
0.405,-0.1385,-0.105,0.0335,0.121,-0.086,-0.036,-0.4245,-0.4405,-0.487,-0.457,-0.3845,-0.1295
0.406,-0.1385,-0.0915,0.047,0.114,-0.093,-0.022,-0.428,-0.443,-0.4925,-0.4625,-0.393,-0.137
0.407,-0.141,-0.0855,0.056,0.1125,-0.0985,-0.0145,-0.4275,-0.444,-0.495,-0.4655,-0.3945,-0.144
0.408,-0.144,-0.0845,0.0595,0.1135,-0.1015,-0.0125,-0.422,-0.443,-0.4965,-0.466,-0.3935,-0.1395
0.409,-0.143,-0.0835,0.0595,0.1125,-0.1015,-0.0115,-0.423,-0.443,-0.499,-0.469,-0.393,-0.142
0.41,-0.144,-0.082,0.062,0.112,-0.103,-0.0095,-0.4245,-0.4445,-0.501,-0.4725,-0.4015,-0.15
0.411,-0.1415,-0.091,0.0505,0.1155,-0.096,-0.02,-0.4135,-0.4305,-0.483,-0.457,-0.3975,-0.141
0.412,-0.1365,-0.1155,0.021,0.125,-0.079,-0.047,-0.4035,-0.419,-0.469,-0.4445,-0.388,-0.1345
0.413,-0.1375,-0.1285,0.009,0.132,-0.073,-0.0595,-0.4045,-0.4265,-0.477,-0.451,-0.3985,-0.1425
0.414,-0.1435,-0.1245,0.019,0.133,-0.081,-0.0525,-0.4125,-0.4265,-0.4795,-0.453,-0.4035,-0.1515
