time ,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.474,-0.025,0.075,0.101,-0.025,-0.064,0.087,0.055,0.269,0.155,0.129,0.106,0.049
0.476,-0.024,0.074,0.098,-0.025,-0.062,0.085,0.055,0.264,0.154,0.13,0.113,0.05
0.478,-0.026,0.068,0.095,-0.022,-0.06,0.081,0.055,0.265,0.156,0.131,0.116,0.05
0.48,-0.03,0.065,0.095,-0.018,-0.063,0.08,0.055,0.265,0.16,0.135,0.12,0.055
0.482,-0.029,0.067,0.095,-0.019,-0.063,0.081,0.055,0.265,0.16,0.134,0.124,0.063
0.484,-0.038,0.056,0.094,-0.009,-0.066,0.074,0.055,0.266,0.163,0.141,0.129,0.068
0.486,-0.017,0.081,0.099,-0.032,-0.058,0.089,0.054,0.263,0.166,0.148,0.13,0.074
0.488,0.021,0.109,0.088,-0.066,-0.033,0.098,0.056,0.26,0.164,0.151,0.131,0.081
0.49,0.03,0.095,0.065,-0.063,-0.018,0.08,0.065,0.26,0.165,0.16,0.145,0.085
0.492,0.039,0.144,0.106,-0.092,-0.034,0.125,0.07,0.26,0.186,0.178,0.166,0.106
0.494,0.041,0.158,0.117,-0.1,-0.038,0.137,0.064,0.26,0.19,0.178,0.174,0.115
0.496,0.055,0.148,0.092,-0.102,-0.018,0.12,0.057,0.261,0.182,0.174,0.177,0.115
0.498,0.034,0.15,0.115,-0.092,-0.041,0.133,0.054,0.259,0.18,0.175,0.18,0.114
0.5,-0.04,0.145,0.185,-0.053,-0.113,0.165,0.05,0.25,0.18,0.175,0.175,0.11
0.502,-0.017,0.145,0.162,-0.064,-0.09,0.153,0.046,0.242,0.176,0.175,0.17,0.11
0.504,0.018,0.146,0.127,-0.082,-0.055,0.136,0.042,0.234,0.175,0.176,0.17,0.11
0.506,0.028,0.143,0.115,-0.086,-0.044,0.129,0.038,0.226,0.174,0.173,0.168,0.11
0.508,0.041,0.14,0.099,-0.091,-0.029,0.119,0.034,0.218,0.169,0.17,0.165,0.11
0.51,0.05,0.14,0.09,-0.095,-0.02,0.115,0.03,0.21,0.165,0.17,0.165,0.11
0.512,0.0,0.136,0.136,-0.069,-0.068,0.136,0.026,0.202,0.165,0.17,0.161,0.106
0.514,-0.013,0.134,0.147,-0.061,-0.081,0.14,0.025,0.191,0.162,0.17,0.156,0.105
0.516,0.0,0.136,0.136,-0.068,-0.069,0.136,0.023,0.181,0.16,0.171,0.155,0.105
0.518,-0.002,0.133,0.134,-0.066,-0.068,0.134,0.02,0.172,0.159,0.168,0.154,0.105
0.52,-0.01,0.12,0.13,-0.055,-0.07,0.125,0.02,0.16,0.15,0.155,0.15,0.105
0.522,-0.014,0.112,0.126,-0.049,-0.07,0.118,0.016,0.152,0.142,0.147,0.151,0.106
0.524,-0.017,0.105,0.122,-0.044,-0.07,0.113,0.011,0.141,0.134,0.14,0.142,0.097
0.526,-0.024,0.094,0.118,-0.035,-0.071,0.106,0.01,0.13,0.126,0.129,0.131,0.085
0.528,-0.031,0.083,0.114,-0.026,-0.073,0.098,0.009,0.123,0.118,0.118,0.122,0.078
0.53,-0.035,0.075,0.11,-0.02,-0.073,0.092,0.005,0.115,0.11,0.11,0.11,0.07
0.532,-0.043,0.067,0.11,-0.012,-0.077,0.088,0.005,0.103,0.106,0.102,0.102,0.058
0.534,-0.05,0.061,0.111,-0.006,-0.08,0.086,0.002,0.094,0.099,0.094,0.091,0.049
0.536,-0.048,0.06,0.108,-0.006,-0.078,0.084,-0.001,0.086,0.093,0.088,0.08,0.041
0.538,-0.045,0.059,0.105,-0.007,-0.075,0.081,0.0,0.078,0.088,0.084,0.073,0.033
0.54,-0.05,0.055,0.105,-0.003,-0.078,0.08,0.0,0.07,0.08,0.08,0.065,0.025
0.542,-0.05,0.055,0.105,-0.003,-0.078,0.08,-0.004,0.066,0.076,0.076,0.057,0.021
0.544,-0.05,0.052,0.102,-0.001,-0.076,0.077,-0.006,0.062,0.069,0.072,0.052,0.014
0.546,-0.049,0.051,0.099,-0.001,-0.074,0.075,-0.004,0.058,0.063,0.068,0.047,0.008
0.548,-0.052,0.048,0.1,0.002,-0.076,0.074,-0.006,0.054,0.058,0.063,0.038,0.003
0.55,-0.065,0.035,0.1,0.015,-0.083,0.067,-0.01,0.05,0.05,0.055,0.03,-0.005
0.552,-0.069,0.027,0.096,0.021,-0.083,0.061,-0.01,0.046,0.046,0.047,0.026,-0.009
0.554,-0.078,0.017,0.094,0.03,-0.086,0.055,-0.009,0.039,0.042,0.039,0.022,-0.013
0.556,-0.092,0.004,0.096,0.044,-0.094,0.049,-0.012,0.03,0.038,0.031,0.018,-0.017
0.558,-0.092,0.002,0.094,0.045,-0.093,0.048,-0.015,0.024,0.034,0.023,0.014,-0.021
0.56,-0.07,0.02,0.09,0.025,-0.08,0.055,-0.015,0.02,0.03,0.015,0.01,-0.025
0.562,-0.053,0.037,0.09,0.008,-0.072,0.063,-0.015,0.012,0.026,0.011,0.006,-0.025
0.564,-0.08,0.01,0.091,0.035,-0.085,0.05,-0.018,0.004,0.022,0.007,0.005,-0.027
0.566,-0.128,-0.04,0.088,0.084,-0.107,0.024,-0.021,-0.003,0.019,0.004,0.004,-0.033
0.568,-0.153,-0.068,0.085,0.11,-0.118,0.008,-0.02,-0.005,0.02,0.005,-0.001,-0.035
0.57,-0.15,-0.065,0.085,0.107,-0.117,0.01,-0.02,-0.005,0.02,0.005,-0.005,-0.035
0.572,-0.149,-0.065,0.085,0.107,-0.117,0.01,-0.024,-0.005,0.016,0.001,-0.009,-0.039
0.574,-0.151,-0.065,0.086,0.108,-0.118,0.01,-0.026,-0.005,0.014,-0.001,-0.014,-0.044
0.576,-0.147,-0.065,0.082,0.105,-0.114,0.008,-0.024,-0.005,0.016,0.001,-0.015,-0.045
0.578,-0.156,-0.065,0.091,0.11,-0.123,0.013,-0.026,-0.005,0.014,-0.001,-0.016,-0.046
0.58,-0.185,-0.065,0.12,0.125,-0.152,0.027,-0.03,-0.005,0.01,-0.005,-0.02,-0.05
0.582,-0.172,-0.065,0.107,0.118,-0.139,0.02,-0.03,-0.004,0.01,-0.005,-0.024,-0.05
0.584,-0.15,-0.065,0.085,0.107,-0.117,0.01,-0.03,-0.01,0.011,-0.004,-0.028,-0.053
0.586,-0.161,-0.065,0.096,0.112,-0.128,0.015,-0.03,-0.02,0.008,-0.007,-0.031,-0.055
0.588,-0.183,-0.065,0.118,0.123,-0.15,0.026,-0.029,-0.025,0.005,-0.01,-0.029,-0.056
0.59,-0.18,-0.065,0.115,0.122,-0.147,0.025,-0.025,-0.02,0.005,-0.01,-0.025,-0.06
0.592,-0.18,-0.066,0.115,0.122,-0.147,0.025,-0.025,-0.02,0.005,-0.01,-0.025,-0.06
0.594,-0.176,-0.06,0.115,0.117,-0.145,0.027,-0.025,-0.02,0.002,-0.013,-0.025,-0.06
0.596,-0.164,-0.049,0.115,0.106,-0.139,0.033,-0.025,-0.02,-0.001,-0.016,-0.025,-0.06
0.598,-0.171,-0.056,0.115,0.113,-0.143,0.029,-0.025,-0.02,0.0,-0.015,-0.025,-0.06
0.6,-0.2,-0.085,0.115,0.142,-0.157,0.015,-0.025,-0.02,0.0,-0.015,-0.03,-0.06
0.602,-0.198,-0.083,0.115,0.14,-0.156,0.016,-0.025,-0.02,-0.004,-0.019,-0.047,-0.06
0.604,-0.191,-0.076,0.115,0.133,-0.153,0.019,-0.025,-0.02,-0.006,-0.021,-0.049,-0.06
0.606,-0.19,-0.075,0.115,0.132,-0.152,0.02,-0.025,-0.02,-0.004,-0.019,-0.044,-0.06
0.608,-0.189,-0.074,0.115,0.131,-0.152,0.02,-0.025,-0.02,-0.006,-0.021,-0.045,-0.06
0.61,-0.185,-0.07,0.115,0.127,-0.15,0.022,-0.025,-0.02,-0.01,-0.025,-0.045,-0.06
0.612,-0.185,-0.07,0.115,0.127,-0.15,0.022,-0.025,-0.02,-0.01,-0.025,-0.045,-0.06
0.614,-0.18,-0.068,0.113,0.124,-0.146,0.022,-0.022,-0.017,-0.01,-0.025,-0.045,-0.063
0.616,-0.17,-0.062,0.107,0.116,-0.138,0.022,-0.02,-0.013,-0.009,-0.024,-0.045,-0.066
0.618,-0.165,-0.06,0.105,0.112,-0.136,0.022,-0.02,-0.018,-0.013,-0.027,-0.045,-0.065
0.62,-0.17,-0.06,0.11,0.115,-0.14,0.025,-0.025,-0.035,-0.03,-0.04,-0.045,-0.065
0.622,-0.166,-0.056,0.11,0.111,-0.138,0.027,-0.047,-0.049,-0.044,-0.045,-0.045,-0.065
0.624,-0.164,-0.055,0.109,0.11,-0.136,0.027,-0.049,-0.048,-0.043,-0.045,-0.045,-0.065
0.626,-0.166,-0.054,0.112,0.11,-0.139,0.028,-0.044,-0.044,-0.039,-0.045,-0.045,-0.065
0.628,-0.181,-0.066,0.115,0.123,-0.148,0.024,-0.044,-0.045,-0.04,-0.045,-0.045,-0.065
0.63,-0.205,-0.09,0.115,0.147,-0.16,0.012,-0.04,-0.045,-0.04,-0.045,-0.045,-0.065
0.632,-0.202,-0.087,0.115,0.144,-0.158,0.014,-0.04,-0.045,-0.04,-0.045,-0.041,-0.065
0.634,-0.196,-0.084,0.112,0.14,-0.153,0.014,-0.041,-0.042,-0.037,-0.045,-0.04,-0.065
0.636,-0.195,-0.085,0.11,0.14,-0.152,0.012,-0.038,-0.039,-0.034,-0.045,-0.04,-0.065
0.638,-0.194,-0.085,0.109,0.14,-0.151,0.012,-0.035,-0.04,-0.035,-0.045,-0.04,-0.065
0.64,-0.19,-0.085,0.105,0.137,-0.147,0.01,-0.035,-0.04,-0.035,-0.045,-0.04,-0.065
0.642,-0.185,-0.081,0.105,0.133,-0.145,0.012,-0.031,-0.04,-0.035,-0.045,-0.04,-0.065
0.644,-0.185,-0.08,0.106,0.132,-0.146,0.012,-0.029,-0.037,-0.032,-0.045,-0.04,-0.065
0.646,-0.183,-0.08,0.103,0.131,-0.143,0.011,-0.031,-0.034,-0.029,-0.045,-0.04,-0.065
0.648,-0.18,-0.08,0.1,0.13,-0.14,0.01,-0.029,-0.035,-0.03,-0.046,-0.04,-0.065
0.65,-0.18,-0.08,0.1,0.13,-0.14,0.01,-0.025,-0.035,-0.03,-0.05,-0.04,-0.065
0.652,-0.171,-0.076,0.095,0.123,-0.133,0.01,-0.025,-0.035,-0.03,-0.05,-0.04,-0.065
0.654,-0.171,-0.075,0.097,0.122,-0.134,0.011,-0.026,-0.036,-0.031,-0.05,-0.04,-0.065
0.656,-0.164,-0.075,0.088,0.119,-0.125,0.007,-0.023,-0.033,-0.028,-0.05,-0.039,-0.065
0.658,-0.183,-0.075,0.108,0.128,-0.145,0.017,-0.02,-0.03,-0.025,-0.05,-0.041,-0.065
0.66,-0.24,-0.075,0.165,0.157,-0.202,0.045,-0.02,-0.03,-0.025,-0.05,-0.045,-0.065
0.662,-0.206,-0.075,0.131,0.14,-0.168,0.028,-0.02,-0.03,-0.025,-0.05,-0.044,-0.065
0.664,-0.15,-0.072,0.078,0.111,-0.114,0.003,-0.021,-0.031,-0.026,-0.05,-0.055,-0.065
0.666,-0.148,-0.069,0.079,0.109,-0.113,0.005,-0.018,-0.028,-0.023,-0.05,-0.06,-0.065
0.668,-0.173,-0.07,0.103,0.122,-0.138,0.017,-0.015,-0.025,-0.02,-0.05,-0.054,-0.064
0.67,-0.17,-0.07,0.1,0.12,-0.135,0.015,-0.015,-0.025,-0.02,-0.05,-0.055,-0.06
0.672,-0.17,-0.07,0.1,0.12,-0.135,0.015,-0.015,-0.025,-0.02,-0.05,-0.056,-0.06
0.674,-0.167,-0.067,0.1,0.117,-0.133,0.016,-0.015,-0.025,-0.02,-0.051,-0.052,-0.06
0.676,-0.164,-0.064,0.1,0.114,-0.132,0.017,-0.013,-0.025,-0.02,-0.048,-0.049,-0.06
0.678,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.01,-0.024,-0.019,-0.045,-0.05,-0.06
0.68,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.01,-0.02,-0.015,-0.045,-0.05,-0.06
0.682,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.01,-0.02,-0.015,-0.045,-0.046,-0.056
0.684,-0.166,-0.066,0.1,0.116,-0.133,0.017,-0.007,-0.021,-0.015,-0.042,-0.044,-0.055
0.686,-0.161,-0.061,0.1,0.111,-0.13,0.019,-0.005,-0.018,-0.015,-0.04,-0.046,-0.055
0.688,-0.154,-0.054,0.1,0.104,-0.126,0.023,-0.005,-0.015,-0.015,-0.04,-0.044,-0.055
0.69,-0.15,-0.05,0.1,0.1,-0.125,0.025,-0.005,-0.015,-0.015,-0.04,-0.04,-0.055
0.692,-0.142,-0.042,0.1,0.092,-0.121,0.029,-0.005,-0.015,-0.015,-0.04,-0.04,-0.055
0.694,-0.136,-0.037,0.099,0.086,-0.117,0.031,-0.002,-0.016,-0.016,-0.037,-0.041,-0.056
0.696,-0.12,-0.031,0.088,0.075,-0.103,0.028,0.001,-0.013,-0.013,-0.034,-0.038,-0.053
0.698,-0.121,-0.023,0.098,0.072,-0.109,0.037,0.0,-0.01,-0.01,-0.035,-0.035,-0.05
0.7,-0.16,-0.02,0.14,0.09,-0.15,0.06,0.0,-0.01,-0.01,-0.035,-0.035,-0.05
0.702,-0.164,-0.029,0.134,0.096,-0.149,0.052,0.0,-0.01,-0.01,-0.035,-0.035,-0.05
0.704,-0.183,-0.06,0.123,0.121,-0.152,0.031,-0.003,-0.01,-0.01,-0.032,-0.032,-0.05
0.706,-0.199,-0.083,0.116,0.141,-0.157,0.016,-0.007,-0.008,-0.01,-0.029,-0.029,-0.05
0.708,-0.193,-0.085,0.108,0.139,-0.15,0.011,-0.011,-0.005,-0.01,-0.03,-0.03,-0.049
0.71,-0.185,-0.085,0.1,0.135,-0.142,0.007,-0.015,-0.005,-0.01,-0.03,-0.03,-0.045
0.712,-0.178,-0.086,0.093,0.132,-0.135,0.003,-0.02,-0.005,-0.01,-0.026,-0.026,-0.045
0.714,-0.161,-0.08,0.081,0.121,-0.121,0.0,-0.017,-0.002,-0.007,-0.025,-0.024,-0.045
0.716,-0.156,-0.07,0.086,0.113,-0.12,0.007,-0.014,0.0,-0.004,-0.025,-0.026,-0.045
0.718,-0.159,-0.064,0.095,0.111,-0.126,0.016,-0.015,0.0,-0.005,-0.025,-0.024,-0.045
0.72,-0.14,-0.055,0.085,0.097,-0.112,0.015,-0.015,0.0,-0.005,-0.025,-0.025,-0.045
0.722,-0.121,-0.041,0.081,0.081,-0.101,0.019,-0.015,0.0,-0.005,-0.021,-0.042,-0.045
0.724,-0.159,-0.082,0.077,0.12,-0.118,-0.003,-0.016,0.003,-0.005,-0.02,-0.044,-0.042
0.726,-0.181,-0.109,0.073,0.145,-0.127,-0.018,-0.013,0.006,-0.005,-0.02,-0.039,-0.039
0.728,-0.16,-0.091,0.069,0.126,-0.114,-0.011,-0.01,0.005,-0.005,-0.02,-0.04,-0.04
0.73,-0.15,-0.085,0.065,0.117,-0.107,-0.01,-0.01,0.005,-0.005,-0.02,-0.04,-0.04
0.732,-0.141,-0.081,0.06,0.111,-0.101,-0.011,-0.01,0.005,-0.005,-0.016,-0.04,-0.04
0.734,-0.138,-0.074,0.064,0.106,-0.101,-0.005,-0.01,0.008,-0.002,-0.015,-0.04,-0.04
0.736,-0.129,-0.066,0.063,0.097,-0.096,-0.001,-0.01,0.012,0.001,-0.015,-0.04,-0.04
0.738,-0.137,-0.058,0.079,0.098,-0.108,0.01,-0.01,0.016,0.0,-0.015,-0.04,-0.04
0.74,-0.17,-0.055,0.115,0.112,-0.142,0.03,-0.01,0.02,0.0,-0.015,-0.04,-0.04
0.742,-0.146,-0.059,0.087,0.102,-0.116,0.013,-0.006,0.025,0.0,-0.015,-0.036,-0.04
0.744,-0.107,-0.061,0.047,0.084,-0.077,-0.007,-0.005,0.022,0.003,-0.015,-0.035,-0.04
0.746,-0.105,-0.059,0.045,0.082,-0.075,-0.007,-0.005,0.019,0.006,-0.015,-0.035,-0.04
0.748,-0.123,-0.061,0.062,0.092,-0.093,0.001,-0.005,0.02,0.005,-0.015,-0.035,-0.04
0.75,-0.125,-0.065,0.06,0.095,-0.092,-0.002,-0.005,0.02,0.005,-0.015,-0.035,-0.04
0.752,-0.123,-0.065,0.058,0.094,-0.09,-0.003,-0.005,0.02,0.005,-0.015,-0.035,-0.036
0.754,-0.136,-0.064,0.072,0.1,-0.104,0.004,-0.002,0.02,0.004,-0.015,-0.035,-0.035
0.756,-0.152,-0.068,0.084,0.11,-0.118,0.008,0.001,0.02,0.007,-0.015,-0.035,-0.035
0.758,-0.162,-0.077,0.085,0.119,-0.123,0.004,0.0,0.02,0.01,-0.015,-0.034,-0.035
0.76,-0.165,-0.08,0.085,0.122,-0.125,0.002,0.0,0.02,0.01,-0.015,-0.03,-0.035
0.762,-0.157,-0.072,0.085,0.114,-0.121,0.006,0.0,0.02,0.01,-0.015,-0.03,-0.035
0.764,-0.151,-0.066,0.085,0.108,-0.118,0.009,-0.001,0.02,0.009,-0.015,-0.03,-0.035
0.766,-0.148,-0.064,0.085,0.105,-0.116,0.01,0.003,0.02,0.013,-0.015,-0.03,-0.035
0.768,-0.144,-0.058,0.086,0.1,-0.115,0.013,-0.005,0.02,0.005,-0.015,-0.03,-0.035
0.77,-0.14,-0.05,0.09,0.095,-0.115,0.02,-0.03,0.02,-0.02,-0.015,-0.03,-0.035
0.772,-0.137,-0.047,0.09,0.092,-0.113,0.021,-0.027,0.02,-0.017,-0.015,-0.03,-0.035
0.774,-0.126,-0.036,0.09,0.081,-0.108,0.027,-0.024,0.02,-0.014,-0.015,-0.03,-0.035
0.776,-0.151,-0.061,0.09,0.106,-0.12,0.015,-0.025,0.02,-0.013,-0.015,-0.03,-0.035
0.778,-0.189,-0.099,0.09,0.144,-0.139,-0.004,-0.025,0.02,-0.009,-0.015,-0.03,-0.036
0.78,-0.18,-0.09,0.09,0.135,-0.135,0.0,-0.025,0.02,-0.01,-0.015,-0.03,-0.04
0.782,-0.171,-0.085,0.086,0.127,-0.128,0.001,-0.025,0.02,-0.011,-0.015,-0.03,-0.04
0.784,-0.168,-0.086,0.082,0.126,-0.124,-0.002,-0.025,0.02,-0.007,-0.014,-0.03,-0.04
0.786,-0.161,-0.083,0.078,0.122,-0.119,-0.002,-0.025,0.02,-0.005,-0.018,-0.03,-0.04
0.788,-0.154,-0.08,0.074,0.116,-0.114,-0.002,-0.025,0.02,-0.004,-0.028,-0.03,-0.04
0.79,-0.15,-0.08,0.07,0.115,-0.11,-0.005,-0.025,0.02,0.0,-0.035,-0.03,-0.04
0.792,-0.142,-0.076,0.066,0.109,-0.103,-0.005,-0.025,0.02,0.0,-0.031,-0.03,-0.04
0.794,-0.136,-0.071,0.064,0.103,-0.1,-0.003,-0.025,0.02,0.001,-0.029,-0.03,-0.04
0.796,-0.136,-0.07,0.067,0.103,-0.102,-0.001,-0.025,0.02,-0.004,-0.03,-0.03,-0.04
0.798,-0.15,-0.07,0.08,0.109,-0.115,0.005,-0.024,0.019,-0.011,-0.03,-0.03,-0.04
0.8,-0.165,-0.065,0.1,0.115,-0.132,0.017,-0.02,0.015,-0.015,-0.03,-0.03,-0.04
0.802,-0.155,-0.062,0.093,0.109,-0.124,0.015,-0.02,0.015,-0.023,-0.026,-0.027,-0.04
0.804,-0.169,-0.083,0.086,0.126,-0.127,0.001,-0.02,0.016,-0.029,-0.025,-0.049,-0.039
0.806,-0.184,-0.1,0.084,0.142,-0.134,-0.008,-0.02,0.013,-0.03,-0.025,-0.061,-0.042
0.808,-0.178,-0.1,0.078,0.139,-0.128,-0.011,-0.02,0.01,-0.03,-0.025,-0.054,-0.045
0.81,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.02,0.01,-0.03,-0.025,-0.055,-0.045
0.812,-0.166,-0.1,0.066,0.132,-0.116,-0.017,-0.02,0.01,-0.03,-0.021,-0.055,-0.045
0.814,-0.162,-0.1,0.062,0.131,-0.112,-0.019,-0.02,0.011,-0.03,-0.02,-0.055,-0.045
0.816,-0.158,-0.1,0.058,0.129,-0.108,-0.021,-0.02,0.008,-0.03,-0.02,-0.055,-0.045
0.818,-0.154,-0.1,0.054,0.127,-0.104,-0.023,-0.02,0.005,-0.03,-0.02,-0.055,-0.045
0.82,-0.15,-0.1,0.05,0.125,-0.1,-0.025,-0.02,0.005,-0.03,-0.02,-0.055,-0.045
0.822,-0.146,-0.1,0.046,0.122,-0.096,-0.026,-0.02,0.005,-0.03,-0.02,-0.055,-0.045
0.824,-0.145,-0.103,0.042,0.124,-0.093,-0.03,-0.019,0.005,-0.03,-0.017,-0.055,-0.045
0.826,-0.144,-0.106,0.039,0.125,-0.091,-0.033,-0.022,0.003,-0.03,-0.014,-0.055,-0.045
0.828,-0.137,-0.105,0.032,0.121,-0.084,-0.036,-0.025,0.0,-0.03,-0.015,-0.055,-0.045
0.83,-0.135,-0.105,0.03,0.12,-0.082,-0.037,-0.025,0.0,-0.03,-0.015,-0.055,-0.045
0.832,-0.164,-0.105,0.059,0.134,-0.111,-0.023,-0.025,0.0,-0.03,-0.015,-0.055,-0.045
0.834,-0.176,-0.105,0.071,0.14,-0.123,-0.017,-0.024,-0.003,-0.03,-0.012,-0.052,-0.042
0.836,-0.174,-0.105,0.069,0.14,-0.121,-0.017,-0.027,-0.005,-0.03,-0.009,-0.049,-0.039
0.838,-0.175,-0.105,0.07,0.14,-0.122,-0.017,-0.03,-0.005,-0.03,-0.01,-0.05,-0.04
0.84,-0.175,-0.105,0.07,0.14,-0.122,-0.017,-0.03,-0.005,-0.03,-0.01,-0.05,-0.04
0.842,-0.171,-0.101,0.07,0.136,-0.12,-0.015,-0.03,-0.005,-0.03,-0.01,-0.05,-0.04
0.844,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.03,-0.008,-0.03,-0.01,-0.05,-0.04
0.846,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.03,-0.011,-0.03,-0.011,-0.05,-0.04
0.848,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.031,-0.01,-0.03,-0.016,-0.05,-0.04
0.85,-0.17,-0.1,0.07,0.135,-0.12,-0.015,-0.035,-0.01,-0.03,-0.02,-0.05,-0.04
0.852,-0.166,-0.096,0.07,0.131,-0.118,-0.012,-0.035,-0.01,-0.03,-0.02,-0.05,-0.036
0.854,-0.164,-0.095,0.069,0.129,-0.116,-0.012,-0.035,-0.012,-0.03,-0.023,-0.05,-0.035
0.856,-0.167,-0.095,0.072,0.131,-0.119,-0.011,-0.035,-0.018,-0.03,-0.025,-0.05,-0.035
0.858,-0.17,-0.095,0.075,0.132,-0.122,-0.01,-0.035,-0.019,-0.03,-0.025,-0.05,-0.035
0.86,-0.17,-0.095,0.075,0.132,-0.122,-0.01,-0.035,-0.015,-0.03,-0.03,-0.05,-0.035
0.862,-0.17,-0.095,0.075,0.132,-0.122,-0.01,-0.031,-0.015,-0.026,-0.035,-0.046,-0.035
0.864,-0.167,-0.092,0.075,0.129,-0.121,-0.008,-0.03,-0.015,-0.025,-0.035,-0.045,-0.035
0.866,-0.164,-0.089,0.075,0.126,-0.12,-0.007,-0.03,-0.015,-0.025,-0.037,-0.045,-0.035
0.868,-0.165,-0.09,0.075,0.127,-0.12,-0.007,-0.03,-0.015,-0.025,-0.041,-0.045,-0.034
0.87,-0.165,-0.09,0.075,0.127,-0.12,-0.007,-0.03,-0.015,-0.025,-0.04,-0.045,-0.03
0.872,-0.165,-0.09,0.075,0.127,-0.12,-0.007,-0.03,-0.015,-0.025,-0.036,-0.045,-0.03
0.874,-0.166,-0.091,0.075,0.128,-0.12,-0.007,-0.03,-0.016,-0.022,-0.035,-0.045,-0.03
0.876,-0.163,-0.088,0.075,0.125,-0.119,-0.006,-0.03,-0.013,-0.019,-0.035,-0.045,-0.03
0.878,-0.16,-0.085,0.075,0.122,-0.117,-0.005,-0.029,-0.01,-0.02,-0.035,-0.045,-0.03
0.88,-0.16,-0.085,0.075,0.122,-0.117,-0.005,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
0.882,-0.16,-0.085,0.075,0.122,-0.117,-0.005,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
0.884,-0.157,-0.082,0.075,0.119,-0.116,-0.003,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
0.886,-0.154,-0.079,0.075,0.116,-0.115,-0.002,-0.025,-0.01,-0.02,-0.035,-0.045,-0.03
0.888,-0.155,-0.08,0.075,0.117,-0.115,-0.002,-0.025,-0.01,-0.019,-0.035,-0.044,-0.031
0.89,-0.155,-0.08,0.075,0.117,-0.115,-0.002,-0.025,-0.01,-0.015,-0.035,-0.04,-0.035
0.892,-0.152,-0.076,0.076,0.113,-0.113,0.0,-0.025,-0.01,-0.015,-0.035,-0.04,-0.04
0.894,-0.144,-0.074,0.069,0.108,-0.106,-0.003,-0.026,-0.007,-0.015,-0.035,-0.04,-0.037
0.896,-0.138,-0.076,0.062,0.106,-0.1,-0.006,-0.023,-0.004,-0.015,-0.035,-0.04,-0.034
0.898,-0.133,-0.074,0.059,0.104,-0.096,-0.007,-0.02,-0.005,-0.015,-0.035,-0.04,-0.035
0.9,-0.125,-0.07,0.055,0.097,-0.09,-0.007,-0.02,-0.005,-0.015,-0.035,-0.04,-0.035
0.902,-0.121,-0.07,0.051,0.095,-0.086,-0.009,-0.02,-0.005,-0.011,-0.035,-0.04,-0.035
0.904,-0.117,-0.071,0.047,0.094,-0.082,-0.012,-0.02,-0.005,-0.01,-0.035,-0.04,-0.036
0.906,-0.112,-0.068,0.044,0.09,-0.078,-0.011,-0.02,-0.005,-0.01,-0.035,-0.04,-0.033
0.908,-0.101,-0.065,0.036,0.083,-0.068,-0.014,-0.02,-0.005,-0.01,-0.035,-0.04,-0.03
0.91,-0.095,-0.065,0.03,0.08,-0.062,-0.017,-0.02,-0.005,-0.01,-0.035,-0.04,-0.03
0.912,-0.125,-0.065,0.059,0.095,-0.092,-0.003,-0.02,-0.005,-0.01,-0.035,-0.04,-0.03
0.914,-0.127,-0.062,0.065,0.094,-0.096,0.002,-0.02,-0.005,-0.009,-0.035,-0.041,-0.03
0.916,-0.118,-0.059,0.059,0.089,-0.089,0.0,-0.02,-0.005,-0.013,-0.035,-0.038,-0.03
0.918,-0.12,-0.06,0.06,0.09,-0.09,0.0,-0.02,-0.005,-0.022,-0.035,-0.035,-0.03
0.92,-0.115,-0.06,0.055,0.087,-0.085,-0.002,-0.02,-0.005,-0.025,-0.035,-0.035,-0.03
0.922,-0.115,-0.06,0.055,0.087,-0.085,-0.002,-0.02,-0.003,-0.029,-0.035,-0.035,-0.026
0.924,-0.116,-0.06,0.056,0.087,-0.086,-0.002,-0.02,-0.018,-0.034,-0.036,-0.035,-0.025
0.926,-0.113,-0.06,0.053,0.086,-0.083,-0.003,-0.02,-0.025,-0.034,-0.033,-0.035,-0.025
0.928,-0.11,-0.06,0.05,0.085,-0.08,-0.005,-0.02,-0.019,-0.029,-0.03,-0.035,-0.025
0.93,-0.11,-0.06,0.05,0.085,-0.08,-0.005,-0.02,-0.02,-0.03,-0.03,-0.035,-0.025
0.932,-0.106,-0.06,0.046,0.083,-0.076,-0.007,-0.02,-0.02,-0.031,-0.03,-0.035,-0.025
0.934,-0.105,-0.059,0.046,0.081,-0.075,-0.006,-0.02,-0.02,-0.027,-0.03,-0.035,-0.022
0.936,-0.105,-0.064,0.041,0.084,-0.073,-0.011,-0.02,-0.02,-0.025,-0.03,-0.035,-0.019
0.938,-0.124,-0.071,0.053,0.097,-0.088,-0.008,-0.02,-0.019,-0.025,-0.03,-0.035,-0.02
